courseurl,a_level_standard_grades,a_level_standard_subjects,a_level_contextual_grades,a_level_contextual_subjects,ib_standard_grades,ib_standard_subjects,ib_contextual_grades,ib_contextual_subejcts,course_overview,compulsory_modules,compulsory_module_urls,optional_modules,optional_modules_urls,scholarship_url
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/geophysics-bsc,AAB,"Mathematics and Physics required. Biology, Chemistry, Further Mathematics and Geology/Geography preferred.",BBB,"Mathematics and Physics required. Biology, Chemistry, Further Mathematics and Geology/Geography preferred.",36,"A total of 17 points in three higher level subjects including Mathematics and Physics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Biology, Chemistry, Further Mathematics and Geology/Geography preferred.",32,"A total of 15 points in three higher level subjects including Mathematics and Physics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Biology, Chemistry, Further Mathematics and Geology/Geography preferred.","In their first two years all students study a common geophysics syllabus covering the fundamentals of mathematics, mechanics, electricity and magnetism, Earth materials, structural geology and tectonics, global geophysics and Earth processes. Theoretical studies are integrated with a large element of illustrative practical work both in the laboratory and in the field. Our department delivers world-leading teaching (ranked 3rd in the UK in the QS World University Rankings by Subject 2024: Geophysics ) embracing the origins and history of life, Earth's composition and structure, earthquake and volcanic hazards, and past and present climate change, and these are fully integrated within our taught programme. UCL has state-of-the-art geophysical instruments including the new must-do technique of ground penetrating radar (GPR), a new magnetometer/gradiometer (for archaeological and environmental surveys) and new, modern seismics. You will be taught by lecturers who are active researchers within their fields, ensuring everything you learn is up to date and providing you with opportunities to take part in cutting-edge research activities. We are located in the Kathleen Lonsdale Building at the Bloomsbury campus, providing you with access to world-class facilities including bespoke teaching laboratories, microscope facilities and student hub spaces, all in the heart of the department, next to staff offices and our research laboratories.","Earth Materials | Dynamic Earth | Surface Processes | The Earth | Maps, Images and Structures | Earth Sciences Matlab | Mathematical Methods 1 | Mathematical Methods II | Classical Mechanics",https://www.ucl.ac.uk/module-catalogue/modules/earth-materials-GEOL0001 | https://www.ucl.ac.uk/module-catalogue/modules/dynamic-earth-GEOL0004 | https://www.ucl.ac.uk/module-catalogue/modules/surface-processes-GEOL0006 | https://www.ucl.ac.uk/module-catalogue/modules/the-earth-GEOL0007 | https://www.ucl.ac.uk/module-catalogue/modules/maps-images-and-structures-GEOL0015 | https://www.ucl.ac.uk/module-catalogue/modules/earth-sciences-matlab-GEOL0058 | https://www.ucl.ac.uk/module-catalogue/modules/mathematical-methods-1-PHAS0002 | https://www.ucl.ac.uk/module-catalogue/modules/mathematical-methods-ii-PHAS0009 | https://www.ucl.ac.uk/module-catalogue/modules/classical-mechanics-PHAS0010,Sedimentology and Stratigraphy | Igneous and Metamorphic Petrology | Principles of Climate | Isotope Geology | Introduction to Environmental Geoscience | Introduction to Mineral Resources,https://www.ucl.ac.uk/module-catalogue/modules/sedimentology-and-stratigraphy-GEOL0010 | https://www.ucl.ac.uk/module-catalogue/modules/igneous-and-metamorphic-petrology-GEOL0011 | https://www.ucl.ac.uk/module-catalogue/modules/principles-of-climate-GEOL0013 | https://www.ucl.ac.uk/module-catalogue/modules/isotope-geology-GEOL0017 | https://www.ucl.ac.uk/module-catalogue/modules/introduction-to-environmental-geoscience-GEOL0076 | https://www.ucl.ac.uk/module-catalogue/modules/introduction-to-mineral-resources-GEOL0077,https://www.ucl.ac.uk/scholarships
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/geophysics-msci,AAB,"Mathematics and Physics required. Biology, Chemistry, Further Mathematics and Geology/Geography preferred.",BBB,"Mathematics and Physics required. Biology, Chemistry, Further Mathematics and Geology/Geography preferred.",36,"A total of 17 points in three higher level subjects including Mathematics and Physics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Biology, Chemistry, Further Mathematics and Geology/Geography preferred.",32,"A total of 15 points in three higher level subjects including Mathematics and Physics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Biology, Chemistry, Further Mathematics and Geology/Geography preferred.","In their first two years all students study a common geophysics syllabus covering the fundamentals of mathematics, mechanics, electricity and magnetism, Earth materials, structural geology and tectonics, global geophysics and Earth processes. Theoretical studies are integrated with a large element of illustrative practical work both in the laboratory and in the field. Our department delivers world-leading teaching (ranked 3rd in the UK in the QS World University Rankings by Subject 2024: Geophysics ) embracing the origins and history of life, Earth's composition and structure, earthquake and volcanic hazards, and past and present climate change, and these are fully integrated within our taught programme. UCL has state-of-the-art geophysical instruments including the new technique of ground penetrating radar (GPR), a new magnetometer/gradiometer (for archaeological and environmental surveys) and new, modern seismics. You will be taught by lecturers who are active researchers within their fields, ensuring everything you learn is up to date and providing you with opportunities to take part in cutting-edge research activities. We are located in the Kathleen Lonsdale Building at the Bloomsbury campus, providing you with access to world-class facilities including bespoke teaching laboratories, microscope facilities and student hub spaces, all in the heart of the department, next to staff offices and our research laboratories.","Earth Materials | Dynamic Earth | Surface Processes | The Earth | Maps, Images and Structures | Earth Sciences Matlab | Mathematical Methods 1 | Mathematical Methods II | Classical Mechanics",https://www.ucl.ac.uk/module-catalogue/modules/earth-materials-GEOL0001 | https://www.ucl.ac.uk/module-catalogue/modules/dynamic-earth-GEOL0004 | https://www.ucl.ac.uk/module-catalogue/modules/surface-processes-GEOL0006 | https://www.ucl.ac.uk/module-catalogue/modules/the-earth-GEOL0007 | https://www.ucl.ac.uk/module-catalogue/modules/maps-images-and-structures-GEOL0015 | https://www.ucl.ac.uk/module-catalogue/modules/earth-sciences-matlab-GEOL0058 | https://www.ucl.ac.uk/module-catalogue/modules/mathematical-methods-1-PHAS0002 | https://www.ucl.ac.uk/module-catalogue/modules/mathematical-methods-ii-PHAS0009 | https://www.ucl.ac.uk/module-catalogue/modules/classical-mechanics-PHAS0010,Sedimentology and Stratigraphy | Igneous and Metamorphic Petrology | Principles of Climate | Isotope Geology | Introduction to Environmental Geoscience | Introduction to Mineral Resources,https://www.ucl.ac.uk/module-catalogue/modules/sedimentology-and-stratigraphy-GEOL0010 | https://www.ucl.ac.uk/module-catalogue/modules/igneous-and-metamorphic-petrology-GEOL0011 | https://www.ucl.ac.uk/module-catalogue/modules/principles-of-climate-GEOL0013 | https://www.ucl.ac.uk/module-catalogue/modules/isotope-geology-GEOL0017 | https://www.ucl.ac.uk/module-catalogue/modules/introduction-to-environmental-geoscience-GEOL0076 | https://www.ucl.ac.uk/module-catalogue/modules/introduction-to-mineral-resources-GEOL0077,https://www.ucl.ac.uk/scholarships
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-ba,ABB,German required.,BBC,German required at grade B.,34,"A total of 16 points in three higher level subjects, including German, with no higher level score below 5.",30,"A total of 15 points in three higher level subjects, including German, with no higher level score below 5.","Over recent decades our world has become more interdependent and with these deeper connections comes an enhanced need for enlightened citizenship. Our degree in German offers expert teaching and learning in both language acquisition and intercultural contexts that will equip students to thrive in today’s global society. At a global top ten university for the arts and humanities (Times Higher Education World University Rankings 2025 by subject), studying German at UCL provides access to a broad range of subject areas, an innovative approach to learning and a rich tradition of research. Academic staff are prominent in their fields and include acknowledged experts on medieval comedy, modern German literature and film, Austrian literature, German history, linguistics and psychology. Students play an active role in the department, organising an annual German play and hosting high-profile events. Some recent examples have included a summit on the future of Anglo-German relations. Resources within ten minutes' walk include the British Library, Senate House Library, the Institute for Modern Languages Research, the German Historical Institute and the Wiener Library.",Modern German Language I,https://www.ucl.ac.uk/module-catalogue/modules/modern-german-language-i-GERM0001,"German for Beginners | Aspects of Twentieth Century German History | History and Representation: The Holocaust as a Case Study | Language, Power and Ideology | Surveillance | Weimar and Nazi Film | German: Translation from and into English 1 | German: Translation from and into English 2 | War and Violence in Twentieth Century Germany | The New German Cinema",https://www.ucl.ac.uk/module-catalogue/modules/german-for-beginners-GERM0002 | https://www.ucl.ac.uk/module-catalogue/modules/aspects-of-twentieth-century-german-history-GERM0010 | https://www.ucl.ac.uk/module-catalogue/modules/history-and-representation-the-holocaust-as-a-case-study-GERM0022 | https://www.ucl.ac.uk/module-catalogue/modules/language-power-and-ideology-GERM0029 | https://www.ucl.ac.uk/module-catalogue/modules/surveillance-GERM0037 | https://www.ucl.ac.uk/module-catalogue/modules/weimar-and-nazi-film-GERM0040 | https://www.ucl.ac.uk/module-catalogue/modules/german-translation-from-and-into-english-1-GERM0060 | https://www.ucl.ac.uk/module-catalogue/modules/german-translation-from-and-into-english-2-GERM0063 | https://www.ucl.ac.uk/module-catalogue/modules/war-and-violence-in-twentieth-century-germany-GERM0064 | https://www.ucl.ac.uk/module-catalogue/modules/the-new-german-cinema-GERM0070,https://www.ucl.ac.uk/scholarships
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-english-ba,AAA,"English Literature/English Language and Literature grade A required, foreign language preferred.",ABB,"English Literature/English Language and Literature grade A required, foreign language preferred.",38,"A total of 18 points in three higher level subjects, with no higher level score below 5, to include English Language and Literature/English Literature required at grade 6.",34,"A total of 16 points in three higher level subjects, with no score below 5, to include English/English Literature required at grade 6.","Over recent decades our world has become more interdependent and, with these deeper connections, comes an enhanced need for enlightened citizenship; our degree in German and English offers expert teaching and learning in both language acquisition and intercultural contexts that will equip students to thrive in today’s global society. Over the four years, you will deepen your knowledge of German and English, while also developing valuable skills in cultural literacy and critical thinking. As a global top ten university for the arts and humanities (Times Higher Education World University Rankings 2025 by subject), we provide an ideal environment for language study. UCL offers an unparalleled range of languages and facilities, including a well-equipped language learning suite, and many of our academic staff are experts in their fields. The Year Abroad gives you the chance to attend a university or work overseas. During this time, you will finesse your language skills in German and gain valuable experience which will enhance future learning as well as career prospects. UCL has a very international population meaning you will meet people from all over the world, which provides numerous opportunities to practise and speak German with native speakers and learn about the associated culture and society from them. Studying English at UCL provides you with an inspirational setting: London, and the Bloomsbury area in particular, have long been at the centre of British literary life and you will be surrounded by world-class libraries and special collections. UCL was at the forefront of the establishment of English Literature as a university subject, and the department is regularly ranked among the best in the country. We are the only English department in the UK to maintain guaranteed one-to-one tutorial teaching across all three years of the programme. Our location in London provides access to frequent and varied cultural events, a huge range of museums, galleries, specialist libraries and bookshops, theatres, cinemas, cuisines and cultural societies. Undergraduate students also run active departmental societies housed by the Students' Union.",Modern German Language I | German for Beginners 1 | Narrative Texts | Introduction to German Studies 1 | Introduction to German Studies 2,https://www.ucl.ac.uk/module-catalogue/modules/modern-german-language-i-GERM0001 | https://www.ucl.ac.uk/module-catalogue/modules/german-for-beginners-1-GERM0002 | https://www.ucl.ac.uk/module-catalogue/modules/narrative-texts-ENGL0047 | https://www.ucl.ac.uk/module-catalogue/modules/introduction-to-german-studies-1-GERM0077 | https://www.ucl.ac.uk/module-catalogue/modules/introduction-to-german-studies-2-GERM0078,"Aspects of Twentieth Century German History | Love-Violence-Laughter: Medieval and Early Modern Literature and Culture | Debating Enlightenment: Literature and Culture 1740-1870 | The Challenge of Modernity: Literature and Culture 1870-Present | History and Representation: The Holocaust as a Case Study | Austrian Literature 1890 - 1938: from Empire to Republic | Language, Power and Ideology | Surveillance | Weimar and Nazi Film | German: Translation from and into English 1 | Advanced German Translation | German: Translation from and into English 2 | War and Violence in Twentieth Century Germany | The New German Cinema",https://www.ucl.ac.uk/module-catalogue/modules/aspects-of-twentieth-century-german-history-GERM0010 | https://www.ucl.ac.uk/module-catalogue/modules/love-violence-laughter-medieval-and-early-modern-literature-and-culture-GERM0013 | https://www.ucl.ac.uk/module-catalogue/modules/debating-enlightenment-literature-and-culture-1740-1870-GERM0014 | https://www.ucl.ac.uk/module-catalogue/modules/the-challenge-of-modernity-literature-and-culture-1870-present-GERM0015 | https://www.ucl.ac.uk/module-catalogue/modules/history-and-representation-the-holocaust-as-a-case-study-GERM0022 | https://www.ucl.ac.uk/module-catalogue/modules/austrian-literature-1890--1938-from-empire-to-republic-GERM0026 | https://www.ucl.ac.uk/module-catalogue/modules/language-power-and-ideology-GERM0029 | https://www.ucl.ac.uk/module-catalogue/modules/surveillance-GERM0037 | https://www.ucl.ac.uk/module-catalogue/modules/weimar-and-nazi-film-GERM0040 | https://www.ucl.ac.uk/module-catalogue/modules/german-translation-from-and-into-english-1-GERM0060 | https://www.ucl.ac.uk/module-catalogue/modules/advanced-german-translation-GERM0062 | https://www.ucl.ac.uk/module-catalogue/modules/german-translation-from-and-into-english-2-GERM0063 | https://www.ucl.ac.uk/module-catalogue/modules/war-and-violence-in-twentieth-century-germany-GERM0064 | https://www.ucl.ac.uk/module-catalogue/modules/the-new-german-cinema-GERM0070,https://www.ucl.ac.uk/scholarships
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-hebrew-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,BBB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 points in three higher level subjects to include German or Hebrew, with no higher level score below 5.",32,"A total of 15 points in three higher level subjects to include German or Hebrew, with no higher level score below 5.","Over recent decades, our world has become more interdependent and with these deeper connections comes an enhanced need for enlightened citizenship. Our German and Hebrew degree offers expert teaching and learning in both language acquisition and intercultural contexts that will equip students to thrive in today’s global society. At a global top ten university for the arts and humanities (Times Higher Education World University Rankings 2025 by subject), we offer the widest range of Jewish and Ancient Near Eastern languages of any UK university department, and many of our academic staff are leaders in their fields. The Year Abroad gives you the chance to attend a university overseas. During this time, you will finesse your language skills in your chosen languages and gain valuable experience which will enhance future learning, as well as career prospects. UCL has a very international population meaning you will meet people from all over the world, providing numerous opportunities to practise and speak your chosen languages with native speakers and learn about the associated cultures and societies from them. Our location in London provides access to frequent and varied cultural events, a huge range of museums, galleries, specialist libraries and bookshops, theatres, cinemas, cuisines and cultural societies. In addition, London is home to the largest Jewish community in Europe, including substantial populations of Yiddish and Hebrew speakers as well as a wealth of Jewish cultural institutions, bookshops, restaurants, and more.",,,Guidance and resources on SSEES modules and programme structure can be found in the SSEES handbook.,https://www.ucl.ac.uk/ssees/handbook-and-resources-languages-culture-students,https://www.ucl.ac.uk/scholarships
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-history-ba,,,,,,,,,,,,,,
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-history-of-art-ba,,,,,,,,,,,,,,
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-hungarian-ba,AAB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,BBB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,36,"A total of 17 points in three higher level subjects to include a foreign language, with no higher level score below 5.",32,"A total of 15 points in three higher level subjects to include a foreign language, with no higher level score below 5.","In years one, two and your final year you will take language modules in your chosen languages, as well as cultural modules related to them. You may also take modules offered by the School of European Languages, Culture and Society (SELCS) and SSEES, focusing on literature, film, linguistics and history from an interdisciplinary perspective. We provide an ideal environment for language study. We offer a wide range of languages and state-of-the-art facilities, including a well-equipped language learning suite, and many of our academic staff are world-leaders in their fields. The Year Abroad gives you the chance to attend a university or work overseas. During this time you will finesse your language skills in your target language(s) and gain valuable experience which will enhance future learning as well as career prospects. UCL has a very international population, meaning you will meet people from all over the world, which provides numerous opportunities to practise and speak your chosen languages with native speakers and learn about the associated cultures and societies from them. Our location in London provides access to frequent and varied cultural events, such as The Language Show, a huge range of museums, galleries, specialist libraries and bookshops, theatres, cinemas, cuisines and cultural societies, and visits from embassies of the region.",,,https://www.ucl.ac.uk/european-languages-culture/programmes-courses/modules-and-timetable/undergraduate-modules | Guidance and resources on SSEES modules and programme structure can be found in the SSEES handbook.,https://www.ucl.ac.uk/european-languages-culture/programmes-courses/modules-and-timetable/undergraduate-modules | https://www.ucl.ac.uk/ssees/handbook-and-resources-languages-culture-students,https://www.ucl.ac.uk/scholarships
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-italian-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,BBC,A level or equivalent in a foreign language required (not necessarily one of the named languages) at grade B. Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5, to include a foreign language.",30,"A total of 15 in three higher level subjects to include a foreign language, with no higher level score below 5.","Over recent decades our world has become more interdependent and, with these deeper connections, comes an enhanced need for enlightened citizenship; our degree in German and Italian offers expert teaching and learning in both language acquisition and intercultural contexts that will equip students to thrive in today’s global society. Over the four years, you will deepen your knowledge of the German and Italian languages while also developing valuable skills in cultural literacy and critical thinking. As a global top ten university for the arts and humanities (Times Higher Education World University Rankings 2025 by subject), we provide an ideal environment for language study. UCL offers an unparalleled range of languages and facilities, including a well-equipped language learning suite, and many of our academic staff are renowned leaders in their fields. The Year Abroad give you the chance to attend a university or work overseas. During this time, you will finesse your language skills in German and Italian and gain valuable experience, enhancing future learning as well as career prospects. UCL has a very international population meaning you will meet people from all over the world, which provides numerous opportunities to practise and speak your chosen languages with native speakers and learn about the associated cultures and societies from them. Our location in London provides access to frequent and varied cultural events, a huge range of museums, galleries, specialist libraries and bookshops, theatres, cinemas, cuisines and cultural societies.",Introduction to German Studies 1 | Introduction to German Studies 2 | First Year Italian Language | Introduction to Italian Studies 1 | Introduction to Italian Studies 2 | Modern German Language I,https://www.ucl.ac.uk/module-catalogue/modules/introduction-to-german-studies-1-GERM0077 | https://www.ucl.ac.uk/module-catalogue/modules/introduction-to-german-studies-2-GERM0078 | https://www.ucl.ac.uk/module-catalogue/modules/first-year-italian-language-ITAL0001 | https://www.ucl.ac.uk/module-catalogue/modules/introduction-to-italian-studies-1-ITAL0053 | https://www.ucl.ac.uk/module-catalogue/modules/introduction-to-italian-studies-2-ITAL0054 | https://www.ucl.ac.uk/module-catalogue/modules/modern-german-language-i-GERM0001,"German for Beginners 1 | Aspects of Twentieth Century German History | Love-Violence-Laughter: Medieval and Early Modern Literature and Culture | Debating Enlightenment: Literature and Culture 1740-1870 | The Challenge of Modernity: Literature and Culture 1870-Present | History and Representation: The Holocaust as a Case Study | Austrian Literature 1890 - 1938: from Empire to Republic | Language, Power and Ideology | Surveillance | Weimar and Nazi Film | German: Translation from and into English 1 | Advanced German Translation | German: Translation from and into English 2 | War and Violence in Twentieth Century Germany | The New German Cinema | German for Beginners 2 | Issues in Italian Syntax",https://www.ucl.ac.uk/module-catalogue/modules/german-for-beginners-1-GERM0002 | https://www.ucl.ac.uk/module-catalogue/modules/aspects-of-twentieth-century-german-history-GERM0010 | https://www.ucl.ac.uk/module-catalogue/modules/love-violence-laughter-medieval-and-early-modern-literature-and-culture-GERM0013 | https://www.ucl.ac.uk/module-catalogue/modules/debating-enlightenment-literature-and-culture-1740-1870-GERM0014 | https://www.ucl.ac.uk/module-catalogue/modules/the-challenge-of-modernity-literature-and-culture-1870-present-GERM0015 | https://www.ucl.ac.uk/module-catalogue/modules/history-and-representation-the-holocaust-as-a-case-study-GERM0022 | https://www.ucl.ac.uk/module-catalogue/modules/austrian-literature-1890--1938-from-empire-to-republic-GERM0026 | https://www.ucl.ac.uk/module-catalogue/modules/language-power-and-ideology-GERM0029 | https://www.ucl.ac.uk/module-catalogue/modules/surveillance-GERM0037 | https://www.ucl.ac.uk/module-catalogue/modules/weimar-and-nazi-film-GERM0040 | https://www.ucl.ac.uk/module-catalogue/modules/german-translation-from-and-into-english-1-GERM0060 | https://www.ucl.ac.uk/module-catalogue/modules/advanced-german-translation-GERM0062 | https://www.ucl.ac.uk/module-catalogue/modules/german-translation-from-and-into-english-2-GERM0063 | https://www.ucl.ac.uk/module-catalogue/modules/war-and-violence-in-twentieth-century-germany-GERM0064 | https://www.ucl.ac.uk/module-catalogue/modules/the-new-german-cinema-GERM0070 | https://www.ucl.ac.uk/module-catalogue/modules/german-for-beginners-2-GERM0075 | https://www.ucl.ac.uk/module-catalogue/modules/issues-in-italian-syntax-ITAL0013,https://www.ucl.ac.uk/scholarships
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-jewish-studies-ba,,,,,,,,,,,,,,
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-latin-ba,ABB,"Latin grade A required, modern foreign language preferred.",BBB,"Latin required, foreign language preferred.",34,"A total of 16 points in three higher level subjects to include Latin grade 6, with no higher level score below 5. Modern Foreign Language preferred.",32,"A total of 15 points in three higher level subjects to include Latin grade 6, with no higher level score below 5. Modern foreign language preferred.","Over recent decades our world has become more interdependent and, with these deeper connections, comes an enhanced need for enlightened citizenship; our degree in German and Latin offers expert teaching and learning in both language acquisition and intercultural contexts that will equip students to thrive in today’s global society. Over the four years, you will deepen your knowledge of the German and Latin languages while also developing valuable skills in cultural literacy and critical thinking. As a global top ten university for the arts and humanities (Times Higher Education World University Rankings 2025 by subject), we provide an ideal environment for language study. UCL offers an unparalleled range of languages and facilities, including a well-equipped language learning suite, and many of our academic staff are renowned leaders in their fields. The Year Abroad gives you the chance to attend a university or work overseas. During this time you will finesse your language skills and gain valuable experience, which will enhance future learning as well as career prospects. UCL has a very international population, meaning you will meet people from all over the world, which provides numerous opportunities to practise and speak German with native speakers and learn about the associated culture and society from them, as well as meet others with a knowledge of and interest in Latin. Our location in London provides access to frequent and varied cultural events, a huge range of museums, galleries, specialist libraries and bookshops, theatres, cinemas, cuisines and cultural societies.",,,undergraduate modules,https://www.ucl.ac.uk/european-languages-culture/programmes-and-courses/modules-and-timetable/undergraduate-modules,https://www.ucl.ac.uk/scholarships
https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-norwegian-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,BBC,A level or equivalent in a foreign language required (not necessarily one of the named languages) at grade B. Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5, to include a foreign language.",30,"A total of 15 in three higher level subjects to include a foreign language, with no higher level score below 5.","Over recent decades our world has become more interdependent and with these deeper connections comes an enhanced need for enlightened citizenship. Our degree in German and Norwegian offers expert teaching and learning in both language acquisition and intercultural contexts that will equip students to thrive in today’s global society. Over the four years, you will deepen your knowledge of the German and Norwegian languages while also developing valuable skills in cultural literacy and critical thinking. As a global top ten university for the arts and humanities (Times Higher Education World University Rankings 2025 by subject), we provide an ideal environment for language study. UCL offers an unparalleled range of languages and facilities, including a well-equipped language learning suite, and many of our academic staff are renowned leaders in their fields. The Year Abroad will provide you with the chance to attend a university or work overseas. During this time you will finesse your language skills in your chosen languages and gain valuable experience which will enhance future learning as well as career prospects. UCL has a very international population, meaning you will meet people from all over the world providing numerous opportunities to practise and speak your chosen languages with native speakers and learn about the associated cultures and societies from them. Our location in London provides access to frequent and varied cultural events, a huge range of museums, galleries, specialist libraries and bookshops, theatres, cinemas, cuisines and cultural societies.",Modern German Language I | German for Beginners 1 | Basic Norwegian | Discussion and Essay in German | Advanced Norwegian,https://www.ucl.ac.uk/module-catalogue/modules/modern-german-language-i-GERM0001 | https://www.ucl.ac.uk/module-catalogue/modules/german-for-beginners-1-GERM0002 | https://www.ucl.ac.uk/module-catalogue/modules/basic-norwegian-SCAN0005 | https://www.ucl.ac.uk/module-catalogue/modules/discussion-and-essay-in-german-GERM0020 | https://www.ucl.ac.uk/module-catalogue/modules/advanced-norwegian-SCAN0032,"Understanding History: Facts, Interpretations, Stories | Introduction to the Study of Language and Linguistics | Canons and Creativity: Period, Context, Text | Basic Danish | Basic Norwegian A | Basic Modern Icelandic A | Intermediate Danish | Intermediate Danish B | Advanced Modern Icelandic | Dissertation in Scandinavian Studies | Crime and Small Communities in Nordic Literature | Nordic Cinema: Contextualising Dreyer, Bergman and Dogme | Basic Modern Icelandic B | Intermediate Modern Icelandic Language B | Basic Danish B | Basic Swedish B | Basic Norwegian B",https://www.ucl.ac.uk/module-catalogue/modules/understanding-history-facts-interpretations-stories-ELCS0003 | https://www.ucl.ac.uk/module-catalogue/modules/introduction-to-the-study-of-language-and-linguistics-ELCS0004 | https://www.ucl.ac.uk/module-catalogue/modules/canons-and-creativity-period-context-text-LITC0027 | https://www.ucl.ac.uk/module-catalogue/modules/basic-danish-SCAN0001 | https://www.ucl.ac.uk/module-catalogue/modules/basic-norwegian-a-SCAN0006 | https://www.ucl.ac.uk/module-catalogue/modules/basic-modern-icelandic-a-SCAN0008 | https://www.ucl.ac.uk/module-catalogue/modules/intermediate-danish-SCAN0015 | https://www.ucl.ac.uk/module-catalogue/modules/intermediate-danish-b-SCAN0016 | https://www.ucl.ac.uk/module-catalogue/modules/advanced-modern-icelandic-SCAN0033 | https://www.ucl.ac.uk/module-catalogue/modules/dissertation-in-scandinavian-studies-SCAN0036 | https://www.ucl.ac.uk/module-catalogue/modules/crime-and-small-communities-in-nordic-literature-SCAN0037 | https://www.ucl.ac.uk/module-catalogue/modules/nordic-cinema-contextualising-dreyer-bergman-and-dogme-SCAN0055 | https://www.ucl.ac.uk/module-catalogue/modules/basic-modern-icelandic-b-SCAN0064 | https://www.ucl.ac.uk/module-catalogue/modules/intermediate-modern-icelandic-language-b-SCAN0065 | https://www.ucl.ac.uk/module-catalogue/modules/basic-danish-b-SCAN0066 | https://www.ucl.ac.uk/module-catalogue/modules/basic-swedish-b-SCAN0067 | https://www.ucl.ac.uk/module-catalogue/modules/basic-norwegian-b-SCAN0068,https://www.ucl.ac.uk/scholarships
