kiscourseid,url,degree_type,degree_title,a_level_grade_req,a_level_subject_reqs,ib_grade_req,ib_subject_req
UUUCE-P103~UECE-AKM12,http://www.bath.ac.uk/study/kis/2025-2026/programme/UECE-AKM12,MEng,Chemical Engineering MEng (Hons),A*AA,A level Typical offer A*AA A*AA in three A levels including Chemistry and Mathematics.,36,"International Baccalaureate Typical offer 7, 6, 6 at HL International Baccalaureate Diploma 36 points overall and 7, 6, 6 in three Higher Level subjects including Chemistry and either HL Mathematics."
UUUCE-P110~UECE-AFM11,http://www.bath.ac.uk/study/kis/2025-2026/programme/UECE-AFM11,MEng,Chemical Engineering with Environmental Engineering MEng (Hons),A*AA,A level Typical offer A*AA A*AA in three A levels including Chemistry and Mathematics.,36,"International Baccalaureate Typical offer 7, 6, 6 at HL International Baccalaureate Diploma 36 points overall and 7, 6, 6 in three Higher Level subjects including Chemistry and either HL Mathematics."
UUUCE-P111~UECE-AKM11,http://www.bath.ac.uk/study/kis/2025-2026/programme/UECE-AKM11,MEng,Chemical Engineering with Environmental Engineering MEng (Hons),A*AA,A level Typical offer A*AA A*AA in three A levels including Chemistry and Mathematics.,36,"International Baccalaureate Typical offer 7, 6, 6 at HL International Baccalaureate Diploma 36 points overall and 7, 6, 6 in three Higher Level subjects including Chemistry and either HL Mathematics."
UUUCH-I110~USCH-AFB20,http://www.bath.ac.uk/study/kis/2025-2026/programme/USCH-AFB20,BSc,Chemistry BSc (Hons),AAB,A level Typical offer AAB or AAA Your typical offer depends on how many science and mathematics subjects you study in your A level subjects.,36,"International Baccalaureate Typical offer 6, 6, 5 at HL International Baccalaureate Diploma 36 points overall and 6, 6, 5 in three Higher Level subjects including 6 in Chemistry and 5 in a second science or mathematics course."
UUUCH-I111~USCH-AKB20,http://www.bath.ac.uk/study/kis/2025-2026/programme/USCH-AKB20,BSc,Chemistry BSc (Hons),AAB,A level Typical offer AAB or AAA Your typical offer depends on how many science and mathematics subjects you study in your A level subjects.,36,"International Baccalaureate Typical offer 6, 6, 5 at HL International Baccalaureate Diploma 36 points overall and 6, 6, 5 in three Higher Level subjects including 6 in Chemistry and 5 in a second science or mathematics course."
UUUCH-I112~USCH-AFM20,http://www.bath.ac.uk/study/kis/2025-2026/programme/USCH-AFM20,MChem,Chemistry MChem (Hons),AAB,A level Typical offer AAB or AAA Your typical offer depends on how many science and mathematics subjects you study in your A level subjects.,36,"International Baccalaureate Typical offer 6, 6, 5 at HL International Baccalaureate Diploma 36 points overall and 6, 6, 5 in three Higher Level subjects including 6 in Chemistry and 5 in a second science or mathematics course."
UUUCH-I113~USCH-AKM20,http://www.bath.ac.uk/study/kis/2025-2026/programme/USCH-AKM20,MChem,Chemistry MChem (Hons),AAB,A level Typical offer AAB or AAA Your typical offer depends on how many science and mathematics subjects you study in your A level subjects.,36,"International Baccalaureate Typical offer 6, 6, 5 at HL International Baccalaureate Diploma 36 points overall and 6, 6, 5 in three Higher Level subjects including 6 in Chemistry and 5 in a second science or mathematics course."
UUUCH-I120~USCH-AFB21,http://www.bath.ac.uk/study/kis/2025-2026/programme/USCH-AFB21,BSc,Chemistry for Drug Discovery BSc (Hons),AAB,A level Typical offer AAB or AAA Your typical offer depends on how many science and mathematics subjects you study in your A level subjects.,36,"International Baccalaureate Typical offer 6, 6, 5 at HL International Baccalaureate Diploma 36 points overall and 6, 6, 5 in three Higher Level subjects including 6 in Chemistry and 5 in a second science or mathematics course."
UUUCH-I121~USCH-AKB21,http://www.bath.ac.uk/study/kis/2025-2026/programme/USCH-AKB21,BSc,Chemistry for Drug Discovery BSc (Hons),AAB,A level Typical offer AAB or AAA Your typical offer depends on how many science and mathematics subjects you study in your A level subjects.,36,"International Baccalaureate Typical offer 6, 6, 5 at HL International Baccalaureate Diploma 36 points overall and 6, 6, 5 in three Higher Level subjects including 6 in Chemistry and 5 in a second science or mathematics course."
UUUCH-I122~USCH-AFM21,http://www.bath.ac.uk/study/kis/2025-2026/programme/USCH-AFM21,MChem,Chemistry for Drug Discovery MChem (Hons),AAB,A level Typical offer AAB or AAA Your typical offer depends on how many science and mathematics subjects you study in your A level subjects.,36,"International Baccalaureate Typical offer 6, 6, 5 at HL International Baccalaureate Diploma 36 points overall and 6, 6, 5 in three Higher Level subjects including 6 in Chemistry and 5 in a second science or mathematics course."
UUUCH-I123~USCH-AKM21,http://www.bath.ac.uk/study/kis/2025-2026/programme/USCH-AKM21,MChem,Chemistry for Drug Discovery MChem (Hons),AAB,A level Typical offer AAB or AAA Your typical offer depends on how many science and mathematics subjects you study in your A level subjects.,36,"International Baccalaureate Typical offer 6, 6, 5 at HL International Baccalaureate Diploma 36 points overall and 6, 6, 5 in three Higher Level subjects including 6 in Chemistry and 5 in a second science or mathematics course."
UUUCH-I130~USCH-AFB22,http://www.bath.ac.uk/study/kis/2025-2026/programme/USCH-AFB22,BSc,Chemistry with Management BSc (Hons),AAB,A level Typical offer AAB or AAA Your typical offer depends on how many science and mathematics subjects you study in your A level subjects.,36,"International Baccalaureate Typical offer 6, 6, 5 at HL International Baccalaureate Diploma 36 points overall and 6, 6, 5 in three Higher Level subjects including 6 in Chemistry and 5 in a second science or mathematics course."
UUUCH-I131~USCH-AKB22,http://www.bath.ac.uk/study/kis/2025-2026/programme/USCH-AKB22,BSc,Chemistry with Management BSc (Hons),AAB,A level Typical offer AAB or AAA Your typical offer depends on how many science and mathematics subjects you study in your A level subjects.,36,"International Baccalaureate Typical offer 6, 6, 5 at HL International Baccalaureate Diploma 36 points overall and 6, 6, 5 in three Higher Level subjects including 6 in Chemistry and 5 in a second science or mathematics course."
UUUCH-I132~USCH-AFM22,http://www.bath.ac.uk/study/kis/2025-2026/programme/USCH-AFM22,MSci,Chemistry with Management MSci (Hons),AAB,A level Typical offer AAB or AAA Your typical offer depends on how many science and mathematics subjects you study in your A level subjects.,36,"International Baccalaureate Typical offer 6, 6, 5 at HL International Baccalaureate Diploma 36 points overall and 6, 6, 5 in three Higher Level subjects including 6 in Chemistry and 5 in a second science or mathematics course."
UUUCH-I133~USCH-AKM22,http://www.bath.ac.uk/study/kis/2025-2026/programme/USCH-AKM22,MSci,Chemistry with Management MSci (Hons),AAB,A level Typical offer AAB or AAA Your typical offer depends on how many science and mathematics subjects you study in your A level subjects.,36,"International Baccalaureate Typical offer 6, 6, 5 at HL International Baccalaureate Diploma 36 points overall and 6, 6, 5 in three Higher Level subjects including 6 in Chemistry and 5 in a second science or mathematics course."
UUUCH-W100~USCH-AFB23,http://www.bath.ac.uk/study/kis/2025-2026/programme/USCH-AFB23,BSc,Natural Sciences BSc (Hons),A*AA,"A level Typical offer A*AA A*AA in three A levels including one of the following combinations: Biology and Chemistry Chemistry and Mathematics Biology, Mathematics and Physics Chemistry, Mathematics and Physics If you study at least one valid combination requiring Physics you will only be considered for the Physics combinations.",36,"International Baccalaureate Diploma Typical offer 7, 6, 6 at HL International Baccalaureate Diploma 36 points overall and 7, 6, 6 in three Higher Level subjects including one of the following combinations: HL Biology and HL Chemistry HL Chemistry and either HL Mathematics HL Biology, HL Physics and either HL Mathematics HL Chemistry, HL Physics and either HL Mathematics We cannot accept Sports, Exercise and Health Science in place of Biology for this course."
UUUCH-W101~USCH-AKB23,http://www.bath.ac.uk/study/kis/2025-2026/programme/USCH-AKB23,BSc,Natural Sciences BSc (Hons),A*AA,"A level Typical offer A*AA A*AA in three A levels including one of the following combinations: Biology and Chemistry Chemistry and Mathematics Biology, Mathematics and Physics Chemistry, Mathematics and Physics If you study at least one valid combination requiring Physics you will only be considered for the Physics combinations.",36,"International Baccalaureate Diploma Typical offer 7, 6, 6 at HL International Baccalaureate Diploma 36 points overall and 7, 6, 6 in three Higher Level subjects including one of the following combinations: HL Biology and HL Chemistry HL Chemistry and either HL Mathematics HL Biology, HL Physics and either HL Mathematics HL Chemistry, HL Physics and either HL Mathematics We cannot accept Sports, Exercise and Health Science in place of Biology for this course."
UUUCH-W102~USCH-AFM23,http://www.bath.ac.uk/study/kis/2025-2026/programme/USCH-AFM23,MSci,Natural Sciences MSci (Hons),A*AA,"A level Typical offer A*AA A*AA in three A levels including one of the following combinations: Biology and Chemistry Chemistry and Mathematics Biology, Mathematics and Physics Chemistry, Mathematics and Physics If you study at least one valid combination requiring Physics you will only be considered for the Physics combinations.",36,"International Baccalaureate Diploma Typical offer 7, 6, 6 at HL International Baccalaureate Diploma 36 points overall and 7, 6, 6 in three Higher Level subjects including one of the following combinations: HL Biology and HL Chemistry HL Chemistry and either HL Mathematics HL Biology, HL Physics and either HL Mathematics HL Chemistry, HL Physics and either HL Mathematics We cannot accept Sports, Exercise and Health Science in place of Biology for this course."
UUUCH-W103~USCH-AKM23,http://www.bath.ac.uk/study/kis/2025-2026/programme/USCH-AKM23,MSci,Natural Sciences MSci (Hons),A*AA,"A level Typical offer A*AA A*AA in three A levels including one of the following combinations: Biology and Chemistry Chemistry and Mathematics Biology, Mathematics and Physics Chemistry, Mathematics and Physics If you study at least one valid combination requiring Physics you will only be considered for the Physics combinations.",36,"International Baccalaureate Diploma Typical offer 7, 6, 6 at HL International Baccalaureate Diploma 36 points overall and 7, 6, 6 in three Higher Level subjects including one of the following combinations: HL Biology and HL Chemistry HL Chemistry and either HL Mathematics HL Biology, HL Physics and either HL Mathematics HL Chemistry, HL Physics and either HL Mathematics We cannot accept Sports, Exercise and Health Science in place of Biology for this course."
UUUCM-H100~USCM-AFB30,http://www.bath.ac.uk/study/kis/2025-2026/programme/USCM-AFB30,BSc,Computer Science BSc (Hons),A*AA,A level Contextual offer A*AA or A*A*B A*AA or A*A*B in three A levels including A in Mathematics.,36,"International Baccalaureate Typical offer 7, 7, 6 at HL International Baccalaureate Diploma 36 points overall and 7, 7, 6 in three Higher Level subjects including 6 in either HL Mathematics."
UUUCM-H101~USCM-AKB30,http://www.bath.ac.uk/study/kis/2025-2026/programme/USCM-AKB30,BSc,Computer Science BSc (Hons),A*AA,A level Contextual offer A*AA or A*A*B A*AA or A*A*B in three A levels including A in Mathematics.,36,"International Baccalaureate Typical offer 7, 7, 6 at HL International Baccalaureate Diploma 36 points overall and 7, 7, 6 in three Higher Level subjects including 6 in either HL Mathematics."
UUUCM-H102~USCM-AFM30,http://www.bath.ac.uk/study/kis/2025-2026/programme/USCM-AFM30,,Computer Science MComp (Hons),A*AA,A level Contextual offer A*AA or A*A*B A*AA or A*A*B in three A levels including A in Mathematics.,36,"International Baccalaureate Typical offer 7, 7, 6 at HL International Baccalaureate Diploma 36 points overall and 7, 7, 6 in three Higher Level subjects including 6 in either HL Mathematics."
UUUCM-H103~USCM-AKM30,http://www.bath.ac.uk/study/kis/2025-2026/programme/USCM-AKM30,,Computer Science MComp (Hons),A*AA,A level Contextual offer A*AA or A*A*B A*AA or A*A*B in three A levels including A in Mathematics.,36,"International Baccalaureate Typical offer 7, 7, 6 at HL International Baccalaureate Diploma 36 points overall and 7, 7, 6 in three Higher Level subjects including 6 in either HL Mathematics."
UUUCM-H110~USCM-AFB31,http://www.bath.ac.uk/study/kis/2025-2026/programme/USCM-AFB31,BSc,Computer Science and Artificial Intelligence BSc (Hons),A*AA,A level Contextual offer A*AA or A*A*B A*AA or A*A*B in three A levels including A in Mathematics.,36,"International Baccalaureate Typical offer 7, 7, 6 at HL International Baccalaureate Diploma 36 points overall and 7, 7, 6 in three Higher Level subjects including 6 in either HL Mathematics."
UUUCM-H111~USCM-AKB31,http://www.bath.ac.uk/study/kis/2025-2026/programme/USCM-AKB31,BSc,Computer Science and Artificial Intelligence BSc (Hons),A*AA,A level Contextual offer A*AA or A*A*B A*AA or A*A*B in three A levels including A in Mathematics.,36,"International Baccalaureate Typical offer 7, 7, 6 at HL International Baccalaureate Diploma 36 points overall and 7, 7, 6 in three Higher Level subjects including 6 in either HL Mathematics."
UUUCM-H112~USCM-AFM31,http://www.bath.ac.uk/study/kis/2025-2026/programme/USCM-AFM31,,Computer Science and Artificial Intelligence MComp (Hons),A*AA,A level Contextual offer A*AA or A*A*B A*AA or A*A*B in three A levels including A in Mathematics.,36,"International Baccalaureate Typical offer 7, 7, 6 at HL International Baccalaureate Diploma 36 points overall and 7, 7, 6 in three Higher Level subjects including 6 in either HL Mathematics."
UUUCM-H113~USCM-AKM31,http://www.bath.ac.uk/study/kis/2025-2026/programme/USCM-AKM31,,Computer Science and Artificial Intelligence MComp (Hons),A*AA,A level Contextual offer A*AA or A*A*B A*AA or A*A*B in three A levels including A in Mathematics.,36,"International Baccalaureate Typical offer 7, 7, 6 at HL International Baccalaureate Diploma 36 points overall and 7, 7, 6 in three Higher Level subjects including 6 in either HL Mathematics."
UUUCM-H120~USCM-AFB32,http://www.bath.ac.uk/study/kis/2025-2026/programme/USCM-AFB32,BSc,Computer Science and Mathematics BSc (Hons),A*AA,A level Contextual offer A*AA or A*A*B A*AA or A*A*B in three A levels including A*A in Mathematics and Further Mathematics.,36,"International Baccalaureate Diploma Typical offer 7, 7, 6 or 7, 6, 6 or 7, 7, 5 at HL International Baccalaureate Diploma 36 points overall and either 7, 7, 6 in three Higher Level subjects including 6 in Mathematics: Analysis & Approaches or 7, 6, 6 or 7, 7, 5 in three Higher Level subjects including 7 in Mathematics: Analysis & Approaches."
UUUCM-H121~USCM-AKB32,http://www.bath.ac.uk/study/kis/2025-2026/programme/USCM-AKB32,BSc,Computer Science and Mathematics BSc (Hons),A*AA,A level Contextual offer A*AA or A*A*B A*AA or A*A*B in three A levels including A*A in Mathematics and Further Mathematics.,36,"International Baccalaureate Diploma Typical offer 7, 7, 6 or 7, 6, 6 or 7, 7, 5 at HL International Baccalaureate Diploma 36 points overall and either 7, 7, 6 in three Higher Level subjects including 6 in Mathematics: Analysis & Approaches or 7, 6, 6 or 7, 7, 5 in three Higher Level subjects including 7 in Mathematics: Analysis & Approaches."
UUUCM-H122~USCM-AFM32,http://www.bath.ac.uk/study/kis/2025-2026/programme/USCM-AFM32,,Computer Science and Mathematics MComp (Hons),A*AA,A level Contextual offer A*AA or A*A*B A*AA or A*A*B in three A levels including A*A in Mathematics and Further Mathematics.,36,"International Baccalaureate Diploma Typical offer 7, 7, 6 or 7, 6, 6 or 7, 7, 5 at HL International Baccalaureate Diploma 36 points overall and either 7, 7, 6 in three Higher Level subjects including 6 in Mathematics: Analysis & Approaches or 7, 6, 6 or 7, 7, 5 in three Higher Level subjects including 7 in Mathematics: Analysis & Approaches."
UUUCM-H123~USCM-AKM32,http://www.bath.ac.uk/study/kis/2025-2026/programme/USCM-AKM32,,Computer Science and Mathematics MComp (Hons),A*AA,A level Contextual offer A*AA or A*A*B A*AA or A*A*B in three A levels including A*A in Mathematics and Further Mathematics.,36,"International Baccalaureate Diploma Typical offer 7, 7, 6 or 7, 6, 6 or 7, 7, 5 at HL International Baccalaureate Diploma 36 points overall and either 7, 7, 6 in three Higher Level subjects including 6 in Mathematics: Analysis & Approaches or 7, 6, 6 or 7, 7, 5 in three Higher Level subjects including 7 in Mathematics: Analysis & Approaches."
UUUED-V100~UHED-AFB20,http://www.bath.ac.uk/study/kis/2025-2026/programme/UHED-AFB20,BA,Education with Psychology BA (Hons),ABB,A level Typical offer ABB ABB in three A levels.,35,"International Baccalaureate Typical offer 6, 5, 5 at HL International Baccalaureate Diploma 35 points overall and 6, 5, 5 in three Higher Level subjects."
UUUED-V101~UHED-AKB20,http://www.bath.ac.uk/study/kis/2025-2026/programme/UHED-AKB20,BA,Education with Psychology BA (Hons),ABB,A level Typical offer ABB ABB in three A levels.,35,"International Baccalaureate Typical offer 6, 5, 5 at HL International Baccalaureate Diploma 35 points overall and 6, 5, 5 in three Higher Level subjects."
UUUEE-Q110~UEEE-AFB20,http://www.bath.ac.uk/study/kis/2025-2026/programme/UEEE-AFB20,BEng,Computer Systems Engineering BEng (Hons),AAA,A level Typical offer AAA or A*AB AAA or A*AB including A in Mathematics and A in a second science or technology subject Read more about our approach to A levels and AS levels.,36,"International Baccalaureate Typical offer 6, 6, 6 or 7, 6, 5 at HL International Baccalaureate Diploma 36 points overall and 6, 6, 6 or 7, 6, 5 in three Higher Level subjects including 6 in either HL Mathematics and 6 in one other science or technology subject."
UUUEE-Q111~UEEE-AKB20,http://www.bath.ac.uk/study/kis/2025-2026/programme/UEEE-AKB20,BEng,Computer Systems Engineering BEng (Hons),AAA,A level Typical offer AAA or A*AB AAA or A*AB including A in Mathematics and A in a second science or technology subject Read more about our approach to A levels and AS levels.,36,"International Baccalaureate Typical offer 6, 6, 6 or 7, 6, 5 at HL International Baccalaureate Diploma 36 points overall and 6, 6, 6 or 7, 6, 5 in three Higher Level subjects including 6 in either HL Mathematics and 6 in one other science or technology subject."
UUUEE-Q112~UEEE-AFM20,http://www.bath.ac.uk/study/kis/2025-2026/programme/UEEE-AFM20,MEng,Computer Systems Engineering MEng (Hons),AAA,A level Typical offer AAA or A*AB AAA or A*AB including A in Mathematics and A in a second science or technology subject Read more about our approach to A levels and AS levels.,36,"International Baccalaureate Typical offer 6, 6, 6 or 7, 6, 5 at HL International Baccalaureate Diploma 36 points overall and 6, 6, 6 or 7, 6, 5 in three Higher Level subjects including 6 in either HL Mathematics and 6 in one other science or technology subject."
UUUEE-Q113~UEEE-AKM20,http://www.bath.ac.uk/study/kis/2025-2026/programme/UEEE-AKM20,MEng,Computer Systems Engineering MEng (Hons),AAA,A level Typical offer AAA or A*AB AAA or A*AB including A in Mathematics and A in a second science or technology subject Read more about our approach to A levels and AS levels.,36,"International Baccalaureate Typical offer 6, 6, 6 or 7, 6, 5 at HL International Baccalaureate Diploma 36 points overall and 6, 6, 6 or 7, 6, 5 in three Higher Level subjects including 6 in either HL Mathematics and 6 in one other science or technology subject."
UUUEE-Q120~UEEE-AFB22,http://www.bath.ac.uk/study/kis/2025-2026/programme/UEEE-AFB22,BEng,Electrical and Electronic Engineering BEng (Hons),AAA,A level Typical offer AAA or A*AB AAA or A*AB including A in Mathematics and A in a second science or technology subject Read more about our approach to A levels and AS levels.,36,"International Baccalaureate Typical offer 6, 6, 6 or 7, 6, 5 at HL International Baccalaureate Diploma 36 points overall and 6, 6, 6 or 7, 6, 5 in three Higher Level subjects including 6 in either HL Mathematics and 6 in one other science or technology subject."
UUUEE-Q121~UEEE-AKB22,http://www.bath.ac.uk/study/kis/2025-2026/programme/UEEE-AKB22,BEng,Electrical and Electronic Engineering BEng (Hons),AAA,A level Typical offer AAA or A*AB AAA or A*AB including A in Mathematics and A in a second science or technology subject Read more about our approach to A levels and AS levels.,36,"International Baccalaureate Typical offer 6, 6, 6 or 7, 6, 5 at HL International Baccalaureate Diploma 36 points overall and 6, 6, 6 or 7, 6, 5 in three Higher Level subjects including 6 in either HL Mathematics and 6 in one other science or technology subject."
UUUEE-Q122~UEEE-AFM22,http://www.bath.ac.uk/study/kis/2025-2026/programme/UEEE-AFM22,MEng,Electrical and Electronic Engineering MEng (Hons),AAA,A level Typical offer AAA or A*AB AAA or A*AB including A in Mathematics and A in a second science or technology subject Read more about our approach to A levels and AS levels.,36,"International Baccalaureate Typical offer 6, 6, 6 or 7, 6, 5 at HL International Baccalaureate Diploma 36 points overall and 6, 6, 6 or 7, 6, 5 in three Higher Level subjects including 6 in either HL Mathematics and 6 in one other science or technology subject."
UUUEE-Q123~UEEE-AKM22,http://www.bath.ac.uk/study/kis/2025-2026/programme/UEEE-AKM22,MEng,Electrical and Electronic Engineering MEng (Hons),AAA,A level Typical offer AAA or A*AB AAA or A*AB including A in Mathematics and A in a second science or technology subject Read more about our approach to A levels and AS levels.,36,"International Baccalaureate Typical offer 6, 6, 6 or 7, 6, 5 at HL International Baccalaureate Diploma 36 points overall and 6, 6, 6 or 7, 6, 5 in three Higher Level subjects including 6 in either HL Mathematics and 6 in one other science or technology subject."
UUUEE-Q130~UEEE-AFB23,http://www.bath.ac.uk/study/kis/2025-2026/programme/UEEE-AFB23,BEng,Electronic Engineering with Space Science and Technology BEng (Hons),AAA,A level Typical offer AAA or A*AB AAA or A*AB including A in Mathematics and A in a second science or technology subject Read more about our approach to A levels and AS levels.,36,"International Baccalaureate Typical offer 6, 6, 6 or 7, 6, 5 at HL International Baccalaureate Diploma 36 points overall and 6, 6, 6 or 7, 6, 5 in three Higher Level subjects including 6 in either HL Mathematics and 6 in one other science or technology subject."
UUUEE-Q131~UEEE-AKB23,http://www.bath.ac.uk/study/kis/2025-2026/programme/UEEE-AKB23,BEng,Electronic Engineering with Space Science and Technology BEng (Hons),AAA,A level Typical offer AAA or A*AB AAA or A*AB including A in Mathematics and A in a second science or technology subject Read more about our approach to A levels and AS levels.,36,"International Baccalaureate Typical offer 6, 6, 6 or 7, 6, 5 at HL International Baccalaureate Diploma 36 points overall and 6, 6, 6 or 7, 6, 5 in three Higher Level subjects including 6 in either HL Mathematics and 6 in one other science or technology subject."
UUUEE-Q132~UEEE-AFM23,http://www.bath.ac.uk/study/kis/2025-2026/programme/UEEE-AFM23,MEng,Electronic Engineering with Space Science and Technology MEng (Hons),AAA,A level Typical offer AAA or A*AB AAA or A*AB including A in Mathematics and A in a second science or technology subject Read more about our approach to A levels and AS levels.,36,"International Baccalaureate Typical offer 6, 6, 6 or 7, 6, 5 at HL International Baccalaureate Diploma 36 points overall and 6, 6, 6 or 7, 6, 5 in three Higher Level subjects including 6 in either HL Mathematics and 6 in one other science or technology subject."
UUUEE-Q133~UEEE-AKM23,http://www.bath.ac.uk/study/kis/2025-2026/programme/UEEE-AKM23,MEng,Electronic Engineering with Space Science and Technology MEng (Hons),AAA,A level Typical offer AAA or A*AB AAA or A*AB including A in Mathematics and A in a second science or technology subject Read more about our approach to A levels and AS levels.,36,"International Baccalaureate Typical offer 6, 6, 6 or 7, 6, 5 at HL International Baccalaureate Diploma 36 points overall and 6, 6, 6 or 7, 6, 5 in three Higher Level subjects including 6 in either HL Mathematics and 6 in one other science or technology subject."
UUUEE-Q140~UEEE-AFB24,http://www.bath.ac.uk/study/kis/2025-2026/programme/UEEE-AFB24,BEng,Integrated Mechanical and Electrical Engineering BEng (Hons),AAA,A level Typical offer AAA or A*AB AAA or A*AB in three A levels including A in Mathematics and A in Physics.,36,"International Baccalaureate Typical offer 6, 6, 6 or 7, 6, 5 at HL International Baccalaureate Diploma 36 points overall and 6, 6, 6 or 7, 6, 5 in three Higher Level subjects including 6 in either HL Mathematics and 6 in Physics."
UUUEE-Q141~UEEE-AKB24,http://www.bath.ac.uk/study/kis/2025-2026/programme/UEEE-AKB24,BEng,Integrated Mechanical and Electrical Engineering BEng (Hons),AAA,A level Typical offer AAA or A*AB AAA or A*AB in three A levels including A in Mathematics and A in Physics.,36,"International Baccalaureate Typical offer 6, 6, 6 or 7, 6, 5 at HL International Baccalaureate Diploma 36 points overall and 6, 6, 6 or 7, 6, 5 in three Higher Level subjects including 6 in either HL Mathematics and 6 in Physics."
