kiscourseid,url,degree_type,degree_title,a_level_grade_req,a_level_subject_reqs,ib_grade_req,ib_subject_req
114,https://www.manchester.ac.uk/study/undergraduate/courses/2025/06810/ba-french-and-japanese/,BA,French and Japanese,ABB,Grades ABB including French and/or Japanese. This programme is designed for students whose level of Japanese at entry ranges from complete beginner to approximately A-level standard. It is not suitable for students whose first language is Japanese.,34,"34 points overall. 6,5,5 in Higher Level subjects including French or Japanese."
117,https://www.manchester.ac.uk/study/undergraduate/courses/2025/06814/ba-russian-and-japanese/,BA,Russian and Japanese,ABB,ABB including one of the languages to be studied. This programme is designed for students whose level of Japanese at entry ranges from complete beginner to approximately A-level standard. It is not suitable for students whose first language is Japanese.,34,"34 points overall. 6,5,5 in Higher Level subjects including one of the languages to be studied."
118,https://www.manchester.ac.uk/study/undergraduate/courses/2025/06818/ba-spanish-and-japanese/,BA,Spanish and Japanese,ABB,ABB including one of the languages to be studied. This programme is designed for students whose level of Japanese at entry ranges from complete beginner to approximately A-level standard. It is not suitable for studentswhose first language is Japanese.,34,"34 points overall. 6,5,5 in Higher Level subjects including one of the languages to be studied."
119,https://www.manchester.ac.uk/study/undergraduate/courses/2025/07730/ba-modern-language-and-business-and-management-arabic/,BA,Modern Language and Business & Management (Arabic),ABB,Grades ABB plus GCSE in Maths grade B/6.,34,"34 points overall. 6,5,5 in Higher Level subjects"
12,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00665/bsc-zoology-with-a-modern-language/,BSc,Zoology with a Modern Language,AAA,"We require grades AAA-AAB, including two of Biology, Chemistry, Physics and Mathematics (the Core Sciences). You must have a minimum of grades AA in at least two Core Sciences. Applicants predicted/who have achieved a B in their third A-level will receive an offer of AAB. Those predicted/who have achieved an A or A* will be eligible for an offer of AAA. If you are taking only one of the above Core Science subjects, we can consider you for an AAA offer if you are also sitting an A-level in at least one of Geography, Psychology, Environmental Studies or Physical Education in place of the second Core Science. If your predicted grades are one grade below our minimum entry requirements we may still make you an aspirational offer if you meet our contextual criteria . Subjects with overlapping content are not normally considered as separate. A-levels. For example, Further Mathematics is not considered alongside Mathematics and Human Biology is not considered alongside Biology. If you are concerned there is too much overlap in your A level subjects, please contact us for advice before applying. We believe that practical skills in the sciences are integral to a candidate’s understanding and appreciation of these subjects. Therefore we encourage all applicants to undertake any practical skills assessment if it is available in their qualification. Where applicants are applying for science and related degrees, this is likely to be made explicit in the offers you will receive. Language entry requirements In addition to the above, each language has specific entry requirements. French : an A-level in French (minimum grade B if taking two Core Sciences, or A if taking one and a soft science) or equivalent is required. German : an A-level in German (minimum grade B if taking two Core Sciences, or A if taking one and a soft science) or equivalent is required. Spanish : an A-level in Spanish (minimum grade B if taking two Core Sciences, or A if taking one and a soft science) or equivalent is required. Italian: an A-level in Italian (minimum grade B if taking two Core Sciences, or A if taking one and a soft science) or equivalent is required. Japanese : no prior knowledge of Japanese is assumed, but evidence of linguistic proficiency is required, eg GCSE grade 7 or A in a foreign language. Chemistry AS-level (minimum grade B) is essential. If you do not have AS-level Chemistry, we would require a full A-level in Chemistry (normally grade A). Mandarin : no prior knowledge of Mandarin is assumed, but evidence of linguistic proficiency is required, eg GCSE grade 7 or A in a foreign language. Chemistry AS-level (grade B) is essential. If you do not have AS-level Chemistry, we would require a full A-level in Chemistry (normally grade A).",35,"35-36 points overall with 6, 6, 5 to 6, 6, 6 at Higher Level including two sciences, normally Biology and Chemistry."
120,https://www.manchester.ac.uk/study/undergraduate/courses/2025/07914/ba-english-literature-and-american-studies/,BA,English Literature and American Studies,AAB,"Grades AAB, includingGrade A in English Literature, or English Language and Literature (ie not English Language alone). General Studies is welcomed but is not normally included as part of the standard offer. The University recognises the benefit of the Extended Project Qualification (EPQ) and the opportunities it provides for applicants to develop independent study and research skills. We strongly encourage you to provide information about the EPQ in your personal statement and at interview. For this programme, as well as the regular conditions of offer, we may make students who are currently taking or completed the EPQ an alternative offer. For this course it would be ABB with A in English Literature plus the Extended Project at Grade A. A-level exams should be taken at the same sitting, after no more than two years of study. If you have studied an advanced curriculum, where the examinations are spread over three years, consideration for an offer will be at the discretion of the admissions tutor. We may also require further information, in order to make an informed judgment on your application. We accept Native language A Levels provided they are taken in the same sitting as your other subjects.",35,"35 points overall.Â 6,6,5 in Higher Level subjectsÂ (including 6 in English Literature)"
121,https://www.manchester.ac.uk/study/undergraduate/courses/2025/06613/ba-drama-and-english-literature/,BA,Drama and English Literature,,"Grades AAB. This should include grade A in English Literature (or Language and Literature, but not Language alone). General Studies is welcomed but not normally included as part of the standard offer. The University recognises the benefit of the Extended Project Qualification (EPQ) and the opportunities it provides for applicants to develop independent study and research skills. We strongly encourage you to provide information about the EPQ in your personal statement and at interview. For this programme, as well as the regular conditions of offer, we may make students who are currently taking or completed the EPQ an alternative offer. For this course it would be ABB at A level including A in English Literature plus the Extended Project at Grade A.",35,"35 points overall.Â 6,6,5 in Higher Level subjects including 6 in English Literature or English Language and Literature."
122,https://www.manchester.ac.uk/study/undergraduate/courses/2025/03848/meng-chemical-engineering/,MEng,Chemical Engineering,AAA,"AAA including Mathematics and either Chemistry or Physics. If you do not have the required grades or subjects you may want to consider our integrated foundation year. Practical skills are a crucial part of science education and therefore there will be a requirement to pass the practical element of any science A-level taken. Where applicants are applying for science and related degrees, this is likely to be made explicit in the offers you will receive.",36,"Applicants must demonstrate a broad general education, typically five GCSEs/iGCSEs, including acceptable levels of literacy and numeracy, equivalent to at least Grade C/4 in GCSE/iGCSE English Language and Mathematics. GCSE/iGCSE English Literature will not be accepted in lieu of GCSE/iGCSE English Language."
123,https://www.manchester.ac.uk/study/undergraduate/courses/2025/03850/meng-chemical-engineering-with-study-in-europe/,MEng,Chemical Engineering with Study in Europe,AAA,"AAA including Mathematics, the language to be studied (French, German or Spanish) and either Chemistry or Physics. If you do not have the required grades or subjects you may want to consider our integrated foundation year. Practical skills are a crucial part of science education and therefore there will be a requirement to pass the practical element of any science A-level taken. Where applicants are applying for science and related degrees, this is likely to be made explicit in the offers you will receive.",36,"Applicants must demonstrate a broad general education, typically five GCSEs/iGCSEs, including acceptable levels of literacy and numeracy, equivalent to at least Grade C/4 in GCSE/iGCSE English Language and Mathematics. GCSE/iGCSE English Literature will not be accepted in lieu of GCSE/iGCSE English Language."
126,https://www.manchester.ac.uk/study/undergraduate/courses/2025/03927/meng-mechatronic-engineering/,MEng,Mechatronic Engineering,AAA,"AAA including Mathematics and either Physics, Electronics, Further Mathematics, Computer Science or Chemistry. If you do not have the required grades or subjects you may want to consider our integrated foundation year. Practical skills are a crucial part of science education and therefore there will be a requirement to pass the practical element of any science A Level taken. Where applicants are applying for science and related degrees, this is likely to be made explicit in the offers you will receive.",36,"Applicants must demonstrate a broad general education, typically five GCSEs/iGCSEs, including acceptable levels of literacy and numeracy, equivalent to at least Grade B/6 in GCSE/iGCSE English Language and Grade C/5 in GCSE/iGCSE Mathematics."
129,https://www.manchester.ac.uk/study/undergraduate/courses/2025/03363/beng-electrical-and-electronic-engineering/,BEng,Electrical and Electronic Engineering,AAA,"AAA including Mathematics and either Physics, Electronics, Further Mathematics, Computer Science or Chemistry. If you do not have the required grades or subjects you may want to consider our integrated foundation year. Practical skills are a crucial part of science education and therefore there will be a requirement to pass the practical element of any science A Level taken. Where applicants are applying for science and related degrees, this is likely to be made explicit in the offers you will receive.",36,"Applicants must demonstrate a broad general education, typically five GCSEs/iGCSEs, including acceptable levels of literacy and numeracy, equivalent to at least Grade B/6 in GCSE/iGCSE English Language and Grade C/5 in GCSE/iGCSE Mathematics. GCSE/iGCSE English Literature will not be accepted in lieu of GCSE/iGCSE English Language."
132,https://www.manchester.ac.uk/study/undergraduate/courses/2025/03364/beng-electrical-and-electronic-engineering-with-industrial-experience/,BEng,Electrical and Electronic Engineering with Industrial Experience,AAA,"AAA including Mathematics and either Physics, Electronics, Further Mathematics, Computer Science or Chemistry. If you do not have the required grades or subjects you may want to consider our integrated foundation year. Practical skills are a crucial part of science education and therefore there will be a requirement to pass the practical element of any science A Level taken. Where applicants are applying for science and related degrees, this is likely to be made explicit in the offers you will receive.",36,"Applicants must demonstrate a broad general education, typically five GCSEs/iGCSEs, including acceptable levels of literacy and numeracy, equivalent to at least Grade B/6 in GCSE/iGCSE English Language and Grade C/5 in GCSE/iGCSE Mathematics."
134,https://www.manchester.ac.uk/study/undergraduate/courses/2025/03394/beng-mechatronic-engineering/,BEng,Mechatronic Engineering,AAA,"AAA including Mathematics and either Physics, Electronics, Further Mathematics, Computer Science or Chemistry. If you do not have the required grades or subjects you may want to consider our integrated foundation year. Practical skills are a crucial part of science education and therefore there will be a requirement to pass the practical element of any science A Level taken. Where applicants are applying for science and related degrees, this is likely to be made explicit in the offers you will receive.",36,"Applicants must demonstrate a broad general education, typically five GCSEs/iGCSEs, including acceptable levels of literacy and numeracy, equivalent to at least Grade B/6 in GCSE/iGCSE English Language and Grade C/5 in GCSE/iGCSE Mathematics."
135,https://www.manchester.ac.uk/study/undergraduate/courses/2025/03893/meng-electrical-and-electronic-engineering-with-industrial-experience/,MEng,Electrical and Electronic Engineering with Industrial Experience,AAA,"AAA including Mathematics and either Physics, Electronics, Further Mathematics, Computer Science or Chemistry. If you do not have the required grades or subjects you may want to consider our integrated foundation year. Practical skills are a crucial part of science education and therefore there will be a requirement to pass the practical element of any science A Level taken. Where applicants are applying for science and related degrees, this is likely to be made explicit in the offers you will receive.",36,"Applicants must demonstrate a broad general education, typically five GCSEs/iGCSEs, including acceptable levels of literacy and numeracy, equivalent to at least Grade B/6 in GCSE/iGCSE English Language and Grade C/5 in GCSE/iGCSE Mathematics."
136,https://www.manchester.ac.uk/study/undergraduate/courses/2025/03894/meng-electrical-and-electronic-engineering/,MEng,Electrical and Electronic Engineering,AAA,"AAA including Mathematics and either Physics, Electronics, Further Mathematics, Computer Science or Chemistry. If you do not have the required grades or subjects you may want to consider our integrated foundation year. Practical skills are a crucial part of science education and therefore there will be a requirement to pass the practical element of any science A Level taken. Where applicants are applying for science and related degrees, this is likely to be made explicit in the offers you will receive.",36,"Applicants must demonstrate a broad general education, typically five GCSEs/iGCSEs, including acceptable levels of literacy and numeracy, equivalent to at least Grade B/6 in GCSE/iGCSE English Language and Grade C/5 in GCSE/iGCSE Mathematics."
14,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00632/bsc-pharmacology-with-industrial-professional-experience/,BSc,Pharmacology with Industrial/Professional Experience,AAA,"We require grades AAA-AAB, including two of Biology, Chemistry, Physics and Mathematics (the Core Sciences ). You must have a minimum of grades AA in at least two Core Sciences. Applicants predicted/who have achieved a B in their third A level will receive an offer of AAB, while those predicted/who have achieved an A or A* will be eligible for an offer of AAA. If you are taking only one of the above Core Science subjects, we can consider you for an AAA offer if you are also sitting an A level in at least one of Geography, Psychology, Environmental Studies or Physical Education in place of the second Core Science. If your predicted grades are one grade below our minimum entry requirements we may still make you an aspirational offer if you meet our contextual criteria . Subjects with overlapping content are not normally considered as separate. A-levels. For example, Further Mathematics is not considered alongside Mathematics and Human Biology is not considered alongside Biology. If you are concerned there is too much overlap in your A level subjects, please contact us for advice before applying. We believe that practical skills in the sciences are integral to a candidate s understanding and appreciation of these subjects. Therefore we encourage all applicants to undertake any practical skills assessment if it is available in their qualification. Where applicants are applying for science and related degrees, this is likely to be made explicit in the offers you will receive.",35,"35-36 points overall with 6, 6, 5 to 6, 6, 6 at Higher Level including two science subjects, normally Biology and Chemistry."
142,https://www.manchester.ac.uk/study/undergraduate/courses/2025/03921/meng-mechanical-engineering/,MEng,Mechanical Engineering,A*A*A,"A*A*A in Mathematics, Physics and one other subject. We are willing to consider applicants without Physics if they have studied Further Mathematics; applications will be considered on a case by case basis. Please contact us to discuss your academic background. If you do not have the required grades or subjects you may want to consider our integrated foundation year . As practical skills are a crucial part of science education, you are required to pass the practical element of any Science A-Level taken. Where applicants are applying for science and related degrees, this will likely be made explicit in the offers received.",38,Applicants must demonstrate a broad general education.
143,https://www.manchester.ac.uk/study/undergraduate/courses/2025/03827/meng-aerospace-engineering-with-industrial-experience/,MEng,Aerospace Engineering with Industrial Experience,A*AA,"A*AA in any order, including Mathematics, Physics, and one other subject. As practical skills are a crucial part of science education, you are required to pass the practical element of any Science A-Level taken. Where applicants are applying for science and related degrees, this will likely be made explicit in the offers received. We are willing to consider applicants without Physics if they have studied Further Mathematics; applications will be considered on a case by case basis. Please contact us to discuss your academic background. If you do not have the required grades or subjects you may want to consider our integrated foundation year .",37,Applicants must demonstrate a broad general education.
144,https://www.manchester.ac.uk/study/undergraduate/courses/2025/03922/meng-mechanical-engineering-with-management/,MEng,Mechanical Engineering with Management,A*A*A,"A*A*A in Mathematics, Physics and one other subject. We are willing to consider applicants without Physics if they have studied Further Mathematics; applications will be considered on a case by case basis. Please contact us to discuss your academic background. If you do not have the required grades or subjects you may want to consider our integrated foundation year . As practical skills are a crucial part of science education, you are required to pass the practical element of any Science A-Level taken. Where applicants are applying for science and related degrees, this will likely be made explicit in the offers received.",38,Applicants must demonstrate a broad general education.
146,https://www.manchester.ac.uk/study/undergraduate/courses/2025/03858/meng-civil-and-structural-engineering/,MEng,Civil and Structural Engineering,AAA,"AAA including Mathematics and Physics and one other subject. We are willing to consider applicants without Physics if they have studied Further Mathematics; applications will be considered on a case by case basis. Please contact us to discuss your academic background. If you do not have the required grades or subjects you may want to consider our integrated foundation year. Practical skills are a crucial part of science education and therefore there will be a requirement to pass the practical element of any science A-level taken. Where applicants are applying for science and related degrees, this is likely to be made explicit in the offers you will receive.",36,"Applicants must demonstrate a broad general education, typically five GCSEs/iGCSEs, including acceptable levels of literacy and numeracy, equivalent to at least Grade C/4 in GCSE/iGCSE English Language and Mathematics. GCSE/iGCSE English Literature will not be accepted in lieu of GCSE/iGCSE English Language."
147,https://www.manchester.ac.uk/study/undergraduate/courses/2025/03869/meng-civil-engineering/,MEng,Civil Engineering,AAA,"AAA including Mathematics and Physics and one other subject. We are willing to consider applicants without Physics if they have studied Further Mathematics; applications will be considered on a case by case basis. Please contact us to discuss your academic background. If you do not have the required grades or subjects you may want to consider our integrated foundation year. Practical skills are a crucial part of science education and therefore there will be a requirement to pass the practical element of any science A-level taken. Where applicants are applying for science and related degrees, this is likely to be made explicit in the offers you will receive.",36,"Applicants must demonstrate a broad general education, typically five GCSEs/iGCSEs, including acceptable levels of literacy and numeracy, equivalent to at least Grade C/4 in GCSE/iGCSE English Language and Mathematics. GCSE/iGCSE English Literature will not be accepted in lieu of GCSE/iGCSE English Language."
148,https://www.manchester.ac.uk/study/undergraduate/courses/2025/03528/bsc-management-marketing/,BSc,Management (Marketing),AAA,"Grades AAA. Native language A-Levels are accepted. General Studies is normally accepted if one of four A-Levels passed in the same sitting. In most circumstances we will expect candidates to complete three A-Levels in one sitting to demonstrate the ability to manage a high level and volume of study. We accept native language A Levels providing they are taken in the same sitting as your other subjects. We will not accept the combination of Mathematics, Further Mathematics and a native language. Preferred A-Level subjects We will consider the subjects you have taken in addition to your individual grades. Due to the popularity of our courses we may prioritise applicants based on the number of preferred subjects that they are studying. We may also take into consideration the combination of subjects taken. Please use the list below to check our preferred subjects for BSc (Hons) Management / BSc (Hons) Management (Specialism) / BSc (Hons) International Management: Accounting, Business Studies, Economics, English Language/Literature, Geography, Government and Politics, Law, Mathematics/Further Mathematics, Politics, Psychology, Quantitative Methods, Sociology and Statistics.",36,"36 points overall.Â 6,6,6 in Higher Level subjects."
15,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00634/bsc-pharmacology/,BSc,Pharmacology,AAA,"We require grades AAA-AAB, including two of Biology, Chemistry, Physics and Mathematics (the Core Sciences ). You must have a minimum of grades AA in at least two Core Sciences. Applicants predicted/who have achieved a B in their third A level will receive an offer of AAB, while those predicted/who have achieved an A or A* will be eligible for an offer of AAA. If you are taking only one of the above Core Science subjects, we can consider you for an AAA offer if you are also sitting an A level in at least one of Geography, Psychology, Environmental Studies or Physical Education in place of the second Core Science. If your predicted grades are one grade below our minimum entry requirements we may still make you an aspirational offer if you meet our contextual criteria . Subjects with overlapping content are not normally considered as separate. A-levels. For example, Further Mathematics is not considered alongside Mathematics and Human Biology is not considered alongside Biology. If you are concerned there is too much overlap in your A level subjects, please contact us for advice before applying. We believe that practical skills in the sciences are integral to a candidate s understanding and appreciation of these subjects. Therefore we encourage all applicants to undertake any practical skills assessment if it is available in their qualification. Where applicants are applying for science and related degrees, this is likely to be made explicit in the offers you will receive.",35,"35-36 points overall with 6, 6, 5 to 6, 6, 6 at Higher Level including two science subjects, normally Biology and Chemistry."
150,https://www.manchester.ac.uk/study/undergraduate/courses/2025/06247/bsc-information-technology-management-for-business-with-industrial-experience/,BSc,Information Technology Management for Business with Industrial Experience,AAA,"Grades AAA. Native language A-Levels are accepted. General Studies is normally accepted if one of four A-Levels passed in the same sitting. In most circumstances we will expect candidates to complete three A-Levels in one sitting to demonstrate the ability to manage a high level and volume of study. We accept native language A Levels providing they are taken in the same sitting as your other subjects. We will not accept the combination of Mathematics, Further Mathematics and a native language. Preferred A-Level subjects We will consider the subjects you have taken in addition to your individual grades. Due to the popularity of our courses we may prioritise applicants based on the number of preferred subjects that they are studying. We may also take into consideration the combination of subjects taken. Please use the list below to check our preferred subjects for BSc (Hons) IT Management for Business: Accounting, Business Studies, Computer Science, Economics, English Language/Literature, Geography, Government and Politics, Information Technology, Law, Mathematics/Further Mathematics, Politics, Psychology, Quantitative Methods, Sociology, Software Systems Development and Statistics.",36,"36 points overall.Â 6,6,6 in Higher Level subjects."
151,https://www.manchester.ac.uk/study/undergraduate/courses/2025/07808/bsc-accounting/,BSc,Accounting,AAA,"Grades AAA. Native language A-Levels are accepted. General Studies is normally accepted if one of four A-Levels passed in the same sitting. In most circumstances we will expect candidates to complete three A-Levels in one sitting to demonstrate the ability to manage a high level and volume of study. We accept native language A Levels providing they are taken in the same sitting as your other subjects. We will not accept the combination of Mathematics, Further Mathematics and a native language. Preferred A-Level subjects We will consider the subjects you have taken in addition to your individual grades. Due to the popularity of our courses we may prioritise applicants based on the number of preferred subjects that they are studying. We may also take into consideration the combination of subjects taken. Please use the list below to check our preferred subjects for BSc (Hons) Accounting: Accounting, Business Studies, Economics, English Language/Literature, Geography, Government and Politics, Law, Mathematics/Further Mathematics, Politics, Quantitative Methods and Statistics.",36,"36 points overall.Â 6,6,6 in Higher Level subjects."
152,https://www.manchester.ac.uk/study/undergraduate/courses/2025/03527/bsc-management-international-business-economics/,BSc,Management (International Business Economics),AAA,"Grades AAA. Native language A-Levels are accepted. General Studies is normally accepted if one of four A-Levels passed in the same sitting. In most circumstances we will expect candidates to complete three A-Levels in one sitting to demonstrate the ability to manage a high level and volume of study. We accept native language A Levels providing they are taken in the same sitting as your other subjects. We will not accept the combination of Mathematics, Further Mathematics and a native language. Preferred A-Level subjects We will consider the subjects you have taken in addition to your individual grades. Due to the popularity of our courses we may prioritise applicants based on the number of preferred subjects that they are studying. We may also take into consideration the combination of subjects taken. Please use the list below to check our preferred subjects for BSc (Hons) Management / BSc (Hons) Management (Specialism) / BSc (Hons) International Management: Accounting, Business Studies, Economics, English Language/Literature, Geography, Government and Politics, Law, Mathematics/Further Mathematics, Politics, Psychology, Quantitative Methods, Sociology and Statistics.",36,"36 points overall.Â 6,6,6 in Higher Level subjects."
154,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00268/ba-italian-studies/,BA,Italian Studies,ABB,Grades ABB.,34,"34Â points overall.Â 6,5,5 in Higher Level subjects"
155,https://www.manchester.ac.uk/study/undergraduate/courses/2025/05130/baecon-development-studies/,BAEcon,Development Studies,AAA,"AAA We do not accept two A/S Levels grades in place of one A-level. Applicants must be studying at least one of the following A-level subjects: Accounting, Anthropology, Business Studies, Classics, Economics, English Language/Literature, Further Mathematics, Geography, History, Law, Mathematics, Modern Languages, Philosophy, Politics, Psychology, Religious Studies, Sociology, Use of Mathematics and World Development. We accept native language A Levels providing they are taken in the same sitting as your other subjects. We will not accept the combination of Mathematics, Further Mathematics and a native language. We accept the Level 3 Diploma in Financial Studies (DipFS) as equivalent to an A-level if taken alongside two full. A-levels from the list of acceptable subjects above.",36,"6,6,6 at Higher level, 36 points overall."
158,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00075/ba-modern-language-and-business-and-management-french/,BA,Modern Language and Business & Management (French),ABB,Grades ABB plus GCSE in Maths grade B/6.,34,"34 points overall. 6,5,5 in Higher Level subjects"
159,https://www.manchester.ac.uk/study/undergraduate/courses/2025/00079/ba-modern-language-and-business-and-management-spanish/,BA,Modern Language and Business & Management (Spanish),ABB,Grades ABB plus GCSE in Maths both grade B/6.,34,"34 points overall. 6,5,5 in Higher Level subjects"
